1982,1,1,-999,-999
1982,1,2,-999,-999
1982,1,3,-999,-999
1982,1,4,-999,-999
1982,1,5,-999,-999
1982,1,6,-999,-999
1982,1,7,-999,-999
1982,1,8,-999,-999
1982,1,9,-999,-999
1982,1,10,-999,-999
1982,1,11,-999,-999
1982,1,12,-999,-999
1982,1,13,-999,-999
1982,1,14,-999,-999
1982,1,15,-999,-999
1982,1,16,-999,-999
1982,1,17,-999,-999
1982,1,18,-999,-999
1982,1,19,-999,-999
1982,1,20,-999,-999
1982,1,21,-999,-999
1982,1,22,-999,-999
1982,1,23,-999,-999
1982,1,24,-999,-999
1982,1,25,-999,-999
1982,1,26,-999,-999
1982,1,27,-999,-999
1982,1,28,-999,-999
1982,1,29,-999,-999
1982,1,30,-999,-999
1982,1,31,-999,-999
1982,2,1,-999,-999
1982,2,2,-999,-999
1982,2,3,-999,-999
1982,2,4,-999,-999
1982,2,5,-999,-999
1982,2,6,-999,-999
1982,2,7,-999,-999
1982,2,8,-999,-999
1982,2,9,-999,-999
1982,2,10,-999,-999
1982,2,11,-999,-999
1982,2,12,-999,-999
1982,2,13,-999,-999
1982,2,14,-999,-999
1982,2,15,-999,-999
1982,2,16,-999,-999
1982,2,17,-999,-999
1982,2,18,-999,-999
1982,2,19,-999,-999
1982,2,20,-999,-999
1982,2,21,-999,-999
1982,2,22,-999,-999
1982,2,23,-999,-999
1982,2,24,-999,-999
1982,2,25,-999,-999
1982,2,26,-999,-999
1982,2,27,-999,-999
1982,2,28,-999,-999
1982,3,1,-999,-999
1982,3,2,-999,-999
1982,3,3,-999,-999
1982,3,4,-999,-999
1982,3,5,-999,-999
1982,3,6,-999,-999
1982,3,7,-999,-999
1982,3,8,-999,-999
1982,3,9,-999,-999
1982,3,10,-999,-999
1982,3,11,-999,-999
1982,3,12,-999,-999
1982,3,13,-999,-999
1982,3,14,-999,-999
1982,3,15,-999,-999
1982,3,16,-999,-999
1982,3,17,-999,-999
1982,3,18,-999,-999
1982,3,19,-999,-999
1982,3,20,-999,-999
1982,3,21,-999,-999
1982,3,22,-999,-999
1982,3,23,-999,-999
1982,3,24,-999,-999
1982,3,25,-999,-999
1982,3,26,-999,-999
1982,3,27,-999,-999
1982,3,28,-999,-999
1982,3,29,-999,-999
1982,3,30,-999,-999
1982,3,31,-999,-999
1982,4,1,-999,-999
1982,4,2,-999,-999
1982,4,3,-999,-999
1982,4,4,-999,-999
1982,4,5,-999,-999
1982,4,6,-999,-999
1982,4,7,-999,-999
1982,4,8,-999,-999
1982,4,9,-999,-999
1982,4,10,-999,-999
1982,4,11,-999,-999
1982,4,12,-999,-999
1982,4,13,-999,-999
1982,4,14,-999,-999
1982,4,15,-999,-999
1982,4,16,-999,-999
1982,4,17,-999,-999
1982,4,18,-999,-999
1982,4,19,-999,-999
1982,4,20,-999,-999
1982,4,21,-999,-999
1982,4,22,-999,-999
1982,4,23,-999,-999
1982,4,24,-999,-999
1982,4,25,-999,-999
1982,4,26,-999,-999
1982,4,27,-999,-999
1982,4,28,-999,-999
1982,4,29,-999,-999
1982,4,30,-999,-999
1982,5,1,-999,-999
1982,5,2,-999,-999
1982,5,3,-999,-999
1982,5,4,-999,-999
1982,5,5,-999,-999
1982,5,6,-999,-999
1982,5,7,-999,-999
1982,5,8,-999,-999
1982,5,9,-999,-999
1982,5,10,-999,-999
1982,5,11,-999,-999
1982,5,12,-999,-999
1982,5,13,-999,-999
1982,5,14,-999,-999
1982,5,15,-999,-999
1982,5,16,-999,-999
1982,5,17,-999,-999
1982,5,18,-999,-999
1982,5,19,-999,-999
1982,5,20,-999,-999
1982,5,21,-999,-999
1982,5,22,-999,-999
1982,5,23,-999,-999
1982,5,24,-999,-999
1982,5,25,-999,-999
1982,5,26,-999,-999
1982,5,27,-999,-999
1982,5,28,-999,-999
1982,5,29,-999,-999
1982,5,30,-999,-999
1982,5,31,-999,-999
1982,6,1,-999,-999
1982,6,2,-999,-999
1982,6,3,-999,-999
1982,6,4,-999,-999
1982,6,5,-999,-999
1982,6,6,-999,-999
1982,6,7,-999,-999
1982,6,8,-999,-999
1982,6,9,-999,-999
1982,6,10,-999,-999
1982,6,11,-999,-999
1982,6,12,-999,-999
1982,6,13,-999,-999
1982,6,14,-999,-999
1982,6,15,-999,-999
1982,6,16,-999,-999
1982,6,17,-999,-999
1982,6,18,-999,-999
1982,6,19,-999,-999
1982,6,20,-999,-999
1982,6,21,-999,-999
1982,6,22,-999,-999
1982,6,23,-999,-999
1982,6,24,-999,-999
1982,6,25,-999,-999
1982,6,26,-999,-999
1982,6,27,-999,-999
1982,6,28,-999,-999
1982,6,29,-999,-999
1982,6,30,-999,-999
1982,7,1,-999,-999
1982,7,2,-999,-999
1982,7,3,-999,-999
1982,7,4,-999,-999
1982,7,5,-999,-999
1982,7,6,-999,-999
1982,7,7,-999,-999
1982,7,8,-999,-999
1982,7,9,-999,-999
1982,7,10,-999,-999
1982,7,11,-999,-999
1982,7,12,-999,-999
1982,7,13,-999,-999
1982,7,14,-999,-999
1982,7,15,-999,-999
1982,7,16,-999,-999
1982,7,17,-999,-999
1982,7,18,-999,-999
1982,7,19,-999,-999
1982,7,20,-999,-999
1982,7,21,-999,-999
1982,7,22,-999,-999
1982,7,23,-999,-999
1982,7,24,-999,-999
1982,7,25,-999,-999
1982,7,26,-999,-999
1982,7,27,-999,-999
1982,7,28,-999,-999
1982,7,29,-999,-999
1982,7,30,-999,-999
1982,7,31,-999,-999
1982,8,1,-999,-999
1982,8,2,-999,-999
1982,8,3,-999,-999
1982,8,4,-999,-999
1982,8,5,-999,-999
1982,8,6,-999,-999
1982,8,7,-999,-999
1982,8,8,-999,-999
1982,8,9,-999,-999
1982,8,10,-999,-999
1982,8,11,-999,-999
1982,8,12,-999,-999
1982,8,13,-999,-999
1982,8,14,-999,-999
1982,8,15,-999,-999
1982,8,16,-999,-999
1982,8,17,-999,-999
1982,8,18,-999,-999
1982,8,19,-999,-999
1982,8,20,-999,-999
1982,8,21,-999,-999
1982,8,22,-999,-999
1982,8,23,-999,-999
1982,8,24,-999,-999
1982,8,25,-999,-999
1982,8,26,-999,-999
1982,8,27,-999,-999
1982,8,28,-999,-999
1982,8,29,-999,-999
1982,8,30,-999,-999
1982,8,31,-999,-999
1982,9,1,-999,-999
1982,9,2,-999,-999
1982,9,3,-999,-999
1982,9,4,-999,-999
1982,9,5,-999,-999
1982,9,6,-999,-999
1982,9,7,-999,-999
1982,9,8,-999,-999
1982,9,9,-999,-999
1982,9,10,-999,-999
1982,9,11,-999,-999
1982,9,12,-999,-999
1982,9,13,-999,-999
1982,9,14,-999,-999
1982,9,15,-999,-999
1982,9,16,-999,-999
1982,9,17,-999,-999
1982,9,18,-999,-999
1982,9,19,-999,-999
1982,9,20,-999,-999
1982,9,21,-999,-999
1982,9,22,-999,-999
1982,9,23,-999,-999
